parser_family,source_pdf,page_start,page_end,section,entry_number,entry_type,authors,year,title,publication_block,commentary,reviews,confidence,segment_warning,raw_text,raw_text_original
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,11,11,BIBLIOGRAPHY,41,journal_article,"Corsaro, Francesco. 2007",,Scene e personaggi del Cento Vergilianus di Proba nella loro arrière-pensée allusiva,Orpheus 28: 25-46,,,0.75,,"Corsaro, Francesco. 2007. ""Scene e personaggi del Cento Vergilianus di Proba nella loro arrière-pensée allusiva."" Orpheus 28: 25-46.","Corsaro, Francesco. 2007. ""Scene e personaggi del Cento
Vergilianus di Proba nella loro arrière-pensée allusiva.""
Orpheus 28: 25-46."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,11,11,BIBLIOGRAPHY,42,edited_volume,"Cristante, Lucio",2006,"Il calamo della memoria: Riuso di testi e mestiere letterario nella tarda antichità. Trieste, 27-28 Aprile 2006. Atti del II convegno. Incontri Triestini di Filologia Classica 5: 2005-2006",Trieste,,"R. Chiappiniello, BMCR 2008.04.12",0.85,publication_tail_inferred,"Cristante, Lucio, ed. 2006. Il calamo della memoria: Riuso di testi e mestiere letterario nella tarda antichità. Trieste, 27-28 Aprile 2006. Atti del II convegno. Incontri Triestini di Filologia Classica 5: 2005-2006. Trieste. Review: R. Chiappiniello, BMCR 2008.04.12.","Cristante, Lucio, ed. 2006. Il calamo della memoria: Riuso
di testi e mestiere letterario nella tarda antichità. Trieste,
27-28 Aprile 2006. Atti del II convegno. Incontri Triestini di
Filologia Classica 5: 2005-2006. Trieste.
Review: R. Chiappiniello, BMCR 2008.04.12."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,11,12,BIBLIOGRAPHY,43,journal_article,"Cristóbal, Vicente. 2007",,"Catulo, Virgilio, Horacio y Annual Bibliography Ovidio en la evocación modernista del poeta Manuel Reina",CFC(L) 27: 27-46,,,0.75,,"Cristóbal, Vicente. 2007. ""Catulo, Virgilio, Horacio y Annual Bibliography Ovidio en la evocación modernista del poeta Manuel Reina."" CFC(L) 27: 27-46.","Cristóbal, Vicente. 2007. ""Catulo, Virgilio, Horacio y
Annual Bibliography
Ovidio en la evocación modernista del poeta Manuel Reina.""
CFC(L) 27: 27-46."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,44,journal_article,"Cupaiuolo, Giovanni. 2008",,Notiziario bibliografico (2007/2008),"BStudLat 38: 426-59. Appendix Vergiliana, p. 428; Centones, p. 433; Donatus, p. 436; Servius, p. 454; Vergil, pp. 457-9",,,0.75,,"Cupaiuolo, Giovanni. 2008. ""Notiziario bibliografico (2007/2008)."" BStudLat 38: 426-59. Appendix Vergiliana, p. 428; Centones, p. 433; Donatus, p. 436; Servius, p. 454; Vergil, pp. 457-9.","Cupaiuolo, Giovanni. 2008. ""Notiziario bibliografico
(2007/2008)."" BStudLat 38: 426-59.
Appendix Vergiliana, p. 428; Centones, p. 433; Donatus, p. 436;
Servius, p. 454; Vergil, pp. 457-9."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,45,monograph,"D'Alessandro Behr, Francesca",2007,"Feeling History: Lucati, Stoicism, and the Poetics of Passion",Columbus,,"P. Roche, BMCR 2007.08.44",0.85,publication_tail_inferred,"D'Alessandro Behr, Francesca. 2007. Feeling History: Lucati, Stoicism, and the Poetics of Passion. Columbus. Review: P. Roche, BMCR 2007.08.44.","D'Alessandro Behr, Francesca. 2007. Feeling History:
Lucati, Stoicism, and the Poetics of Passion. Columbus.
Review: P. Roche, BMCR 2007.08.44."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,46,journal_article,"D'Anna, Giovanni. 2007",,Il testamento di Virgilio: una nuova proposta,RAL ser. 9a 18: 563-82,,,0.75,,"D'Anna, Giovanni. 2007. ""Il testamento di Virgilio: una nuova proposta."" RAL ser. 9a 18: 563-82.","D'Anna, Giovanni. 2007. ""Il testamento di Virgilio: una
nuova proposta."" RAL ser. 9a 18: 563-82."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,47,monograph,"D'Anna, Nuccio",2007,Mistero e profezia: la IV egloga di Virgilio e il rinnovamento del mondo,Biblioteca di studi religiosi 8. Cosenza,,,1.0,,"D'Anna, Nuccio. 2007. Mistero e profezia: la IV egloga di Virgilio e il rinnovamento del mondo. Biblioteca di studi religiosi 8. Cosenza.","D'Anna, Nuccio. 2007. Mistero e profezia: la IV egloga di
Virgilio e il rinnovamento del mondo. Biblioteca di studi
religiosi 8. Cosenza."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,48,journal_article,"Davies, Malcolm. 2007",,The Hero and His Arms,G&R 57: 145-55,,,0.75,,"Davies, Malcolm. 2007. ""The Hero and His Arms."" G&R 57: 145-55.","Davies, Malcolm. 2007. ""The Hero and His Arms."" G&R 57:
145-55."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,49,monograph,"De Callatay-Van der Mersch, Colette",2005,"Virgile, miracle de l'histoire",Leuven,,"B. Stenuit, LEC 74 (2006) 363",0.85,publication_tail_inferred,"De Callatay-Van der Mersch, Colette. 2005. Virgile, miracle de l'histoire. Leuven. Review: B. Stenuit, LEC 74 (2006) 363.","De Callatay-Van der Mersch, Colette. 2005. Virgile, miracle
de l'histoire. Leuven.
Review: B. Stenuit, LEC 74 (2006) 363."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,50,journal_article,"De Trane, Ginetta. 2007",,"Nota di critica testuale a Virgilio (Aen. 4,54)",Rudiae 19: 39-48,,,0.75,,"De Trane, Ginetta. 2007. ""Nota di critica testuale a Virgilio (Aen. 4,54)."" Rudiae 19: 39-48.","De Trane, Ginetta. 2007. ""Nota di critica testuale a Virgilio
(Aen. 4,54)."" Rudiae 19: 39-48."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,51,journal_article,"Delvigo, M. L. 2006",2006,"Elena e il serpente (Verg. Aen. 2,567- 588)",MD 57 (2006) 207-10,,,1.0,,"Delvigo, M. L. 2006. ""Elena e il serpente (Verg. Aen. 2,567- 588)."" MD 57 (2006) 207-10.","Delvigo, M. L. 2006. ""Elena e il serpente (Verg. Aen. 2,567-
588)."" MD 57 (2006) 207-10."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,52,journal_article,"Dion, Jeanne. 2006",,Les étoiles dans les Bucoliques : astronomie et poétique,REL 84: 82-102,,,0.75,,"Dion, Jeanne. 2006. ""Les étoiles dans les Bucoliques : astronomie et poétique."" REL 84: 82-102.","Dion, Jeanne. 2006. ""Les étoiles dans les Bucoliques :
astronomie et poétique."" REL 84: 82-102."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,53,journal_article,"Dionisotti, Carlotta. 2007",,Ecce,BICS 50: 75-91,,,0.75,,"Dionisotti, Carlotta. 2007. ""Ecce."" BICS 50: 75-91.","Dionisotti, Carlotta. 2007. ""Ecce."" BICS 50: 75-91."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,12,BIBLIOGRAPHY,54,journal_article,"Doody, Aude",,Virgil the Farmer? Critiques of the Georgics in Columella and Pliny,CPh 102: 180-97,,,0.75,,"Doody, Aude. ""Virgil the Farmer? Critiques of the Georgics in Columella and Pliny."" CPh 102: 180-97.","Doody, Aude. ""Virgil the Farmer? Critiques of the Georgics
in Columella and Pliny."" CPh 102: 180-97."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,12,13,BIBLIOGRAPHY,55,journal_article,"Dorfbauer, Lukas Julius. 2007",,Vergiliům imitari et Iohannem laudare? Zur poetischen Technik der Iohannis des Coripp,"WS 120: 191-214. Annual Bibliography Demonstrates that Corippus' Johannis , while strikingly dependent on the Aeneid, is nonetheless a typical product of late antique poetry",,,0.75,,"Dorfbauer, Lukas Julius. 2007. ""Vergiliům imitari et Iohannem laudare? Zur poetischen Technik der Iohannis des Coripp."" WS 120: 191-214. Annual Bibliography Demonstrates that Corippus' Johannis , while strikingly dependent on the Aeneid, is nonetheless a typical product of late antique poetry.","Dorfbauer, Lukas Julius. 2007. ""Vergiliům imitari et
Iohannem laudare? Zur poetischen Technik der Iohannis des
Coripp."" WS 120: 191-214.
Annual Bibliography
Demonstrates that Corippus' Johannis , while strikingly dependent
on the Aeneid, is nonetheless a typical product of late antique
poetry."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,56,journal_article,"Echavarren, Arturo. 2007a",,Sinón como personaje en el teatro español del Siglo de Oro,"CFC(L) 27 A: 135-60. 57. Turno , de Antonio Manuel del Cam divino."" ExClass 1 1 : 219-49. 58. Siglo de Oro."" EClás 133: 91-108",,,0.75,,"Echavarren, Arturo. 2007a. ""Sinón como personaje en el teatro español del Siglo de Oro."" CFC(L) 27 A: 135-60. 57. Turno , de Antonio Manuel del Cam divino."" ExClass 1 1 : 219-49. 58. Siglo de Oro."" EClás 133: 91-108.","Echavarren, Arturo. 2007a. ""Sinón como personaje en el
teatro español del Siglo de Oro."" CFC(L) 27 A: 135-60.
57.
Turno , de Antonio Manuel del Cam
divino."" ExClass 1 1 : 219-49.
58.
Siglo de Oro."" EClás 133: 91-108."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,59,monograph,"Erren, Manfred",2003,2003. Geórgica. Wissenschaftliche Kommentare zu g lateinischen Schriftstellern,Heidelbe,,"B. Pieri, Eikasmos 18 (2007) 2",0.85,publication_tail_inferred,"Erren, Manfred. 2003. Geórgica . Wissenschaftliche Kommentare zu g lateinischen Schriftstellern. Heidelbe Review: B. Pieri, Eikasmos 18 (2007) 2","Erren, Manfred. 2003. Geórgica .
Wissenschaftliche Kommentare zu g
lateinischen Schriftstellern. Heidelbe
Review: B. Pieri, Eikasmos 18 (2007) 2"
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,60,edited_volume,"Esposito, Paolo",2004,Gli sco scoliastica latina,Testi e studi di cultura classica 32. Pisa,,"G. Bonnet, REL 84 (2006) 280; V. Hunink, BMCR 2006.02.45; C. J. McDonough, Mnemosyne 60 (2007) 677-9; A. Ottonello, Maia 58 (2006) 595-7; R. Ucciero, BStudLat 36 (2006) 294-9",1.0,,"Esposito, Paolo, ed. 2004. Gli sco scoliastica latina. Testi e studi di cultura classica 32. Pisa. Reviews: G. Bonnet, REL 84 (2006) 280; V. Hunink, BMCR 2006.02.45; C. J. McDonough, Mnemosyne 60 (2007) 677-9; A. Ottonello, Maia 58 (2006) 595-7; R. Ucciero, BStudLat 36 (2006) 294-9.","Esposito, Paolo, ed. 2004. Gli sco
scoliastica latina. Testi e studi di cultura classica 32. Pisa.
Reviews: G. Bonnet, REL 84 (2006) 280; V. Hunink, BMCR
2006.02.45; C. J. McDonough, Mnemosyne 60 (2007) 677-9; A.
Ottonello, Maia 58 (2006) 595-7; R. Ucciero, BStudLat 36 (2006)
294-9."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,61,journal_article,"Estefanía, Dulce. 2007",,El Deífobo Virgiliano,EClás 132: 7-26,,,0.75,,"Estefanía, Dulce. 2007. ""El Deífobo Virgiliano."" EClás 132: 7-26.","Estefanía, Dulce. 2007. ""El Deífobo Virgiliano."" EClás 132:
7-26."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,62,journal_article,"Fabrizi, Virginia. 2007",,Osservazioni sull'imitazione enniana nel IX libro àz'Y Eneide,Paideia 62: 345-57,,,0.75,,"Fabrizi, Virginia. 2007. ""Osservazioni sull'imitazione enniana nel IX libro àz'Y Eneide"" Paideia 62: 345-57.","Fabrizi, Virginia. 2007. ""Osservazioni sull'imitazione
enniana nel IX libro àz'Y Eneide"" Paideia 62: 345-57."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,63,monograph,"Fagles, Robert",2006,2006. Virgil: The Aeneid. Introduction by Bernard Knox,New York,,"R. J. Cormier, Translation Review 73 (2007) 38-41",0.85,publication_tail_inferred,"Fagles, Robert. 2006. Virgil: The Aeneid. Introduction by Bernard Knox. New York. Review: R. J. Cormier, Translation Review 73 (2007) 38-41.","Fagles, Robert. 2006. Virgil: The Aeneid. Introduction by
Bernard Knox. New York.
Review: R. J. Cormier, Translation Review 73 (2007) 38-41."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,13,BIBLIOGRAPHY,64,edited_volume,"Foley, John Miles",2005,A Companion to Ancient Epic. Blackwell Companions to the Ancient World,Oxford,,"A. Syson, BMCR 2007.09.41",0.85,publication_tail_inferred,"Foley, John Miles, ed. 2005. A Companion to Ancient Epic. Blackwell Companions to the Ancient World. Oxford. Review: A. Syson, BMCR 2007.09.41.","Foley, John Miles, ed. 2005. A Companion to Ancient Epic.
Blackwell Companions to the Ancient World. Oxford.
Review: A. Syson, BMCR 2007.09.41."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,13,14,BIBLIOGRAPHY,65,journal_article,"Fratantuono, Lee",2007,2007. Madness Unchained : A Reading of Virgil's Aeneid,Lanham,,"W. Polleichtner, BMCR 2007.12.19. 66. Annual Bibliography and Virgil's Lavinia."" Maia 60: 40-50",0.85,publication_tail_inferred,"Fratantuono, Lee. 2007. Madness Unchained : A Reading of Virgil's Aeneid. Lanham. Review: W. Polleichtner, BMCR 2007.12.19. 66. Annual Bibliography and Virgil's Lavinia."" Maia 60: 40-50.","Fratantuono, Lee. 2007. Madness Unchained : A Reading of
Virgil's Aeneid. Lanham.
Review: W. Polleichtner, BMCR 2007.12.19.
66.
Annual Bibliography
and Virgil's Lavinia."" Maia 60: 40-50."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,67,journal_article,"Fulkerson, Laurel. 2008",,Patterns of Death in the Aeneid,SCI 27: 17-33,,,0.75,,"Fulkerson, Laurel. 2008. ""Patterns of Death in the Aeneid."" SCI 27: 17-33.","Fulkerson, Laurel. 2008. ""Patterns of Death in the Aeneid.""
SCI 27: 17-33."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,68,journal_article,"Gagliardi, Paola. 2007",,Le umbrae nei finali Virgiliani,Maia 59: 461-74,,,0.75,,"Gagliardi, Paola. 2007. ""Le umbrae nei finali Virgiliani."" Maia 59: 461-74.","Gagliardi, Paola. 2007. ""Le umbrae nei finali Virgiliani.""
Maia 59: 461-74."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,69,journal_article,"Gale, Monica R. 2008",,Virgil's Metamorphoses: Myth and Allusion in the Georgics,In Volk 2008b,,,0.75,,"Gale, Monica R. 2008. ""Virgil's Metamorphoses: Myth and Allusion in the Georgics ."" In Volk 2008b.","Gale, Monica R. 2008. ""Virgil's Metamorphoses: Myth and
Allusion in the Georgics ."" In Volk 2008b."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,70,edited_volume,"Galinsky, Karl",2005,The Cambridge Companion to the Age of Augustus,Cambridge,,"E. J. Schnabel, 7727 (2006) 329-30; M. Toher, CR 57 (2007) 472-4; F. J. Vervaet, AC 76 (2007) 546-9; C. Wendt, HistLit 5(2007) 9-11",0.85,publication_tail_inferred,"Galinsky, Karl, ed. 2005. The Cambridge Companion to the Age of Augustus. Cambridge. Reviews: E. J. Schnabel, 7727 (2006) 329-30; M. Toher, CR 57 (2007) 472-4; F. J. Vervaet, AC 76 (2007) 546-9; C. Wendt, HistLit 5(2007) 9-11.","Galinsky, Karl, ed. 2005. The Cambridge Companion to the
Age of Augustus. Cambridge.
Reviews: E. J. Schnabel, 7727 (2006) 329-30; M. Toher, CR 57
(2007) 472-4; F. J. Vervaet, AC 76 (2007) 546-9; C. Wendt, HistLit
5(2007) 9-11."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,71,monograph,"Ganiban, Randall T",2007,Statius and Virgil: The Thebaid and the Reinterpretation of the Aeneid,Cambridge,,"A. Augoustakis, CO 84 (2006-2007) 122; T. Korneeva, Prometheus 33 (2007) 284-8; S. T. Newmyer, NECJ 34 (2007) 372-5. 72",0.85,publication_tail_inferred,"Ganiban, Randall T. 2007. Statius and Virgil: The Thebaid and the Reinterpretation of the Aeneid. Cambridge. Reviews: A. Augoustakis, CO 84 (2006-2007) 122; T. Korneeva, Prometheus 33 (2007) 284-8; S. T. Newmyer, NECJ 34 (2007) 372-5. 72.","Ganiban, Randall T. 2007. Statius and Virgil: The Thebaid
and the Reinterpretation of the Aeneid. Cambridge.
Reviews: A. Augoustakis, CO 84 (2006-2007) 122; T. Korneeva,
Prometheus 33 (2007) 284-8; S. T. Newmyer, NECJ 34 (2007)
372-5.
72."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,73,monograph,"Gärtner, Ursula",2005,2005. Quintus Smy zur Nachwirkung Vergils in der griech Kaiserzeit,Zetemata 123. München,,"B. Rochette, Latomus 67 (2008) 245-9",1.0,,"Gärtner, Ursula. 2005. Quintus Smy zur Nachwirkung Vergils in der griech Kaiserzeit. Zetemata 123. München. Review: B. Rochette, Latomus 67 (2008) 245-9.","Gärtner, Ursula. 2005. Quintus Smy
zur Nachwirkung Vergils in der griech
Kaiserzeit. Zetemata 123. München.
Review: B. Rochette, Latomus 67 (2008) 245-9."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,74,journal_article,"Giampiccolo, E. 2007",,Osservazioni primi sul centone virgiliano De Verbi incarnatione,Sileno 33: 53-68,,,0.75,,"Giampiccolo, E. 2007. ""Osservazioni primi sul centone virgiliano De Verbi incarnatione."" Sileno 33: 53-68.","Giampiccolo, E. 2007. ""Osservazioni primi sul centone
virgiliano De Verbi incarnatione."" Sileno 33: 53-68."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,75,journal_article,"Giardina, Giancarlo. 2008",,"Sul testo di Verg., Georg. 4,467- 468; Aen. 6,323; 8,667",Latomus 67: 166-7,,,0.75,,"Giardina, Giancarlo. 2008. ""Sul testo di Verg., Georg. 4,467- 468; Aen. 6,323; 8,667 ."" Latomus 67: 166-7.","Giardina, Giancarlo. 2008. ""Sul testo di Verg., Georg. 4,467-
468; Aen. 6,323; 8,667 ."" Latomus 67: 166-7."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,14,BIBLIOGRAPHY,76,journal_article,Gnomon: kritische Zeitschrift für die gesamte klassische Altertumswissenschaft. 2008,,Bibliographische Beilage,Gnomon 80,,,0.75,,"Gnomon: kritische Zeitschrift für die gesamte klassische Altertumswissenschaft. 2008. ""Bibliographische Beilage."" Gnomon 80.","Gnomon: kritische Zeitschrift für die gesamte klassische
Altertumswissenschaft. 2008. ""Bibliographische Beilage.""
Gnomon 80."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,14,15,BIBLIOGRAPHY,77,monograph,"Goupillaud, Ludivine",2005,2005. De l'or de Virgile aux ors de Versailles: métamorphoses de l'épopée dans la seconde moitié du XV Ile siècle en France,Genève,,"H. Lamarque, REL 83 (2005) 433-4; P. Duroisin, Latomus 67 (2008) 570-4. Annual Bibliography",0.85,publication_tail_inferred,"Goupillaud, Ludivine. 2005. De l'or de Virgile aux ors de Versailles: métamorphoses de l'épopée dans la seconde moitié du XV Ile siècle en France. Genève. Reviews: H. Lamarque, REL 83 (2005) 433-4; P. Duroisin, Latomus 67 (2008) 570-4. Annual Bibliography","Goupillaud, Ludivine. 2005. De l'or de Virgile aux ors de
Versailles: métamorphoses de l'épopée dans la seconde
moitié du XV Ile siècle en France. Genève.
Reviews: H. Lamarque, REL 83 (2005) 433-4; P. Duroisin,
Latomus 67 (2008) 570-4.
Annual Bibliography"
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,78,journal_article,"Griffin, Jasper. 2008",,"The Fourth Geòrgie, Virgil and Rome",In Volk 2008b,,,0.75,,"Griffin, Jasper. 2008. ""The Fourth Geòrgie, Virgil and Rome."" In Volk 2008b.","Griffin, Jasper. 2008. ""The Fourth Geòrgie, Virgil and
Rome."" In Volk 2008b."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,79,journal_article,"Guadagni, C. 2006",,"Riflessioni su Verg. Eel. 4, 60-63",VetChr 43: 41-53,,,0.75,,"Guadagni, C. 2006. ""Riflessioni su Verg. Eel. 4, 60-63."" VetChr 43: 41-53.","Guadagni, C. 2006. ""Riflessioni su Verg. Eel. 4, 60-63.""
VetChr 43: 41-53."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,80,journal_article,"Hardie, Alex. 2007",2007,"Juno, Hercules, and the Muses at Rom trAJPh 128: 551-92",,,,0.75,unclosed_quote_title,"Hardie, Alex. 2007. ""Juno, Hercules, and the Muses at Rom trAJPh 128: 551-92.","Hardie, Alex. 2007. ""Juno, Hercules, and the Muses at
Rom trAJPh 128: 551-92."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,81,journal_article,"Hardie, Philip. 2008",,Cosmology and National Epic in the Georgics ( Georgics 2.458-3.48),In Volk 2008b,,,0.75,,"Hardie, Philip. 2008. ""Cosmology and National Epic in the Georgics ( Georgics 2.458-3.48)."" In Volk 2008b.","Hardie, Philip. 2008. ""Cosmology and National Epic in the
Georgics ( Georgics 2.458-3.48)."" In Volk 2008b."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,82,edited_volume,"Hardwick, Lorna | Christopher Stray",2008,A Companion to Classical Receptions,"Maiden, MA",,"J. Henderson, BMCR 2008.08.38",1.0,,"Hardwick, Lorna and Christopher Stray, eds. 2008. A Companion to Classical Receptions. Maiden, MA. Review: J. Henderson, BMCR 2008.08.38.","Hardwick, Lorna and Christopher Stray, eds. 2008. A
Companion to Classical Receptions. Maiden, MA.
Review: J. Henderson, BMCR 2008.08.38."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,83,journal_article,"Harrison, Stephen J",,2007a. Generic Enrichment in Vergil and Horace,Oxford,,"B. W. Breed, BMCR 2008.03.32. 84. Epos: Two Aspects of Metapoetic Im Virgil and Horace."" Dictynna 4. 85. Stray 2008",0.6,publication_tail_inferred,"Harrison, Stephen J. 2007a. Generic Enrichment in Vergil and Horace. Oxford. Review: B. W. Breed, BMCR 2008.03.32. 84. Epos: Two Aspects of Metapoetic Im Virgil and Horace."" Dictynna 4. 85. Stray 2008.","Harrison, Stephen J. 2007a. Generic Enrichment in Vergil
and Horace. Oxford.
Review: B. W. Breed, BMCR 2008.03.32.
84.
Epos: Two Aspects of Metapoetic Im
Virgil and Horace."" Dictynna 4.
85.
Stray 2008."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,86,journal_article,"Heil, Andreas. 2007",,Christliche Deutung der Eklogen Vergils: die Tityre-Initiale im Codex Klosterneuburg CCI 742,A&A 53: 100-19,,,0.75,,"Heil, Andreas. 2007. ""Christliche Deutung der Eklogen Vergils: die Tityre-Initiale im Codex Klosterneuburg CCI 742."" A&A 53: 100-19.","Heil, Andreas. 2007. ""Christliche Deutung der Eklogen
Vergils: die Tityre-Initiale im Codex Klosterneuburg CCI
742."" A&A 53: 100-19."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,15,BIBLIOGRAPHY,87,journal_article,"Henderson, John. 2006",2006,"Oxford Reds Classic Commentaries on Latin Classics: R. G. Austin on Cicero and Virgil, C. J. Fordyce on Catullus, R. G. and R. G. M. Nisbet on Cicero. London",,,"C. S. Kraus, CR 58 (2008) 122-5; J. Foster, PVS 26 (2008) 1 13-19; C. Stray, JRS 97 (2007) 309-10",0.75,unclosed_quote_title,"Henderson, John. 2006. ""Oxford Reds Classic Commentaries on Latin Classics: R. G. Austin on Cicero and Virgil, C. J. Fordyce on Catullus, R. G. and R. G. M. Nisbet on Cicero. London. Reviews: C. S. Kraus, CR 58 (2008) 122-5; J. Foster, PVS 26 (2008) 1 13-19; C. Stray, JRS 97 (2007) 309-10.","Henderson, John. 2006. ""Oxford Reds Classic
Commentaries on Latin Classics: R. G. Austin on Cicero and
Virgil, C. J. Fordyce on Catullus, R. G. and R. G. M. Nisbet
on Cicero. London.
Reviews: C. S. Kraus, CR 58 (2008) 122-5; J. Foster, PVS 26
(2008) 1 13-19; C. Stray, JRS 97 (2007) 309-10."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,15,16,BIBLIOGRAPHY,88,journal_article,"Herreros Tabernero, Elena. 2007a",,"La Edad de Oro de las Geórgicas, 1.121-154, en la literatura española","CFC(L) 27.2: 51-80. 89. literatura española."" CFC(L) 27.1: Annual Bibliography Discusses the direct or indirect influence of the Georgics on Spanish literature from the fourteenth through twentieth centuries",,,0.75,,"Herreros Tabernero, Elena. 2007a. ""La Edad de Oro de las Geórgicas, 1.121-154, en la literatura española."" CFC(L) 27.2: 51-80. 89. literatura española."" CFC(L) 27.1: Annual Bibliography Discusses the direct or indirect influence of the Georgics on Spanish literature from the fourteenth through twentieth centuries.","Herreros Tabernero, Elena. 2007a. ""La Edad de Oro de las
Geórgicas, 1.121-154, en la literatura española."" CFC(L)
27.2: 51-80.
89.
literatura española."" CFC(L) 27.1:
Annual Bibliography
Discusses the direct or indirect influence of the Georgics on
Spanish literature from the fourteenth through twentieth centuries."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,16,16,BIBLIOGRAPHY,90,journal_article,"Heuzé, Philippe. 2006",2006,Esthétique du précis et du flou dans les Bucoliques,REL 84 (2006) 103-1 1,,,1.0,,"Heuzé, Philippe. 2006. ""Esthétique du précis et du flou dans les Bucoliques ."" REL 84 (2006) 103-1 1.","Heuzé, Philippe. 2006. ""Esthétique du précis et du flou dans
les Bucoliques ."" REL 84 (2006) 103-1 1."
enumerated_robust_segments_tailclassifier_entryfix3,54 (2008) - Werner.pdf,16,16,BIBLIOGRAPHY,91,journal_article,"Hill, D. S. 2008",,Statius' Debt to Virgil,PVS 26: 52-65,,,0.75,,"Hill, D. S. 2008. ""Statius' Debt to Virgil."" PVS 26: 52-65.","Hill, D. S. 2008. ""Statius' Debt to Virgil."" PVS 26: 52-65."
